userName,review,date,isEdited,title,rating,app_name,app_id
E*s*m,"Previously, when you said you weren’t interested in a video, you would have options that didn’t imply you had already watched the video.
I don’t exactly remember the options, but they’ve been changed recently, and it’s inconvenient especially now, because my recommended videos have not been accurate.",2022-02-23 03:22:56,False,The options for not interested need changing.,4,youtube-watch-listen-stream,544007664
----------------•~~~~~~~~~~~,So i was on yt and i tried to comment on this video i started to laugh five seconds later i went to look at the comment again i relized it wasnt there the wifi was fine no issues but i wasnt mad until i checked a comment that was on my history and relized most of the comments i did early in the morning were not there,2022-01-19 23:46:56,False,Great app but…,5,youtube-watch-listen-stream,544007664
Uriel_dArc_Angel,"The video options on this app are totally non-functional.  I’m not sure how this mess of an update made it past any sort of quality control you have but you should probably fire the entire staff.

There is no excuse for such a drastic reduction in user experience that we’ve seen over the last two years, but you should really just roll this app back to how it functioned at the end of 2019 because everything you’ve done since then has been an abysmal failure.

Fix this mess before I’m forced to resort to a sketchy 3rd party app that will stop showing me ads…

At least then I will have video resolution options that will actually work and won’t be inundated with such a ridiculously large number of ads on top of the disappointingly non-working UI options…

Who the heck over there okayed this…?

You should all be ashamed of yourselves.",2022-01-10 02:08:30,False,Making the user experience worse one update at a time,1,youtube-watch-listen-stream,544007664
Kelso Dun,"The ads are extremely annoying. I will literally start to play something go to a different app real quick, not closing the tab, and I will have to watch another 2 ads?! Wasn’t the first time enough? Also, they will clear the video off so I have to search it again. I am not paying 16$ a month for this app. The ads are all the time and it’s extremely aggravating. Everything constantly has ads. Can’t watch anything or listen to anything without them anymore.",2022-01-08 21:37:58,False,Ads,2,youtube-watch-listen-stream,544007664
robocar poli i love amber,Hi the app is good but why’s there to many apps but it’s awesome and I love the videos but when there’s adds I hate adds but I the videos they always make my day better and I love that it’s so friendly and can you put a friends list for people to show what there watching or online so please remove adds,2022-10-01 14:38:45,False,The best app to watch but to many adds,5,youtube-watch-listen-stream,544007664
jcrkngs,"If you're looking for help or researching how to do a project, comparing information and looking for tips it's the best. Want to look at hobbies you have or something you might be interested in you can just get on line and see if it's for you or even affordable. It's my first stop for just about anything and most used.",2022-08-27 13:57:50,False,Always Available,5,youtube-watch-listen-stream,544007664
itzpastelLunerix,"Honestly so stupid! While I’m watching a video or listening to music, the video keeps pausing. It’s so annoying, especially when listening to music. The video pauses by It’s self, then I unpause it, then it pauses again like 5 seconds later, it’s so annoying! They say that it does that so that you won’t miss important parts of the video, but even if I did I could rewind the video, this is ridiculous. Auto pause should be removed or fixed because it’s just stupid, it’s to frequent, and just irritating. I’ll delete this review once it’s fixed.",2022-09-03 01:58:50,False,Auto pause,1,youtube-watch-listen-stream,544007664
rallyposh,"I know this app has been great for ages, yes but I have a problem that I found it hard to understand. Most times when I want to post a video it usually says “made for kids” or for adult? And a number of people don’t see my post even when I have put it on public. What should I do. Am a content creator and I need this to be resolved",2022-08-27 11:02:50,False,Raphael,5,youtube-watch-listen-stream,544007664
;:()/657 hannah,It is really fun you get to listen to a lot of different songs or videos as long as mine and also you can make your own videos if you want it’s so much fun but the thing is you need to be careful there’s a lot of people out there that try to do bad stuff so so then you guys know be careful if you want to get this app it is so much fun and yeah how are you guys get it,2022-08-09 01:38:19,False,Hi,5,youtube-watch-listen-stream,544007664
E.M.D19,"I don’t have much complains when it come to this app, but there is one complaint I’d like to make. A few days ago when I went into the app I seen that videos that I’ve saved in “watch later” all got deleted, and so did all of the playlists I’ve made for myself. I waited a few days to see if it was just a glitch in hopes that it would fix itself,  but it didn’t . Please fix this problem :(",2022-08-22 21:15:45,False,Things got deleted out of nowhere,3,youtube-watch-listen-stream,544007664
NicknameNobodyHas!,"Good recommendations on my likes and viewing history.  However, some odd recommendations slip through, making me think that their algorithm is politically biased.  I hope that is not the case.  Tech companies should not be in the business of political activism.  Keep it simple.  Provide a valuable service and let the politicians sell their stuff.",2022-06-23 01:54:45,False,Mostly Unbiased Recommendations,5,youtube-watch-listen-stream,544007664
askimipri,"what's the point of buying premium if half the features I pay for don't work dependably on any mobile device?
picture in a picture is constantly bugging, downloads don't anticipate the quality I choose to download in and I have to do it manually, etc. these are the two big ones that make me look forward to and subsequently get let down by every ""bug fix"" update.",2022-08-03 21:13:39,False,annoying on every mobile device.,3,youtube-watch-listen-stream,544007664
D-Ross14,"You need to get comments back it is a good way to express how you feel and a lot of old videos say “leave a comment down below” also if there are hate comments in the comment section and it hurt that bad they can ban them idk I’m not a youtuber but please bring back the comment section plus the last few comments could have been hate comments , but I love this app I would just like that fixed anyway totally recommend this app",2022-07-30 20:28:02,False,BRING BACK COMMENTS,3,youtube-watch-listen-stream,544007664
Arson909,"Videos no longer are removed from your feed after you watch them, some even reset and show as if you never watched them. Also, I keep getting videos not related to anything I watch and feel like they are just pushing videos randomly. In the past I used to get only related videos. Anyway I just feel this away about it, pretty sure it has a much bigger purpose for most consumers.",2022-07-13 01:56:36,False,Not what it used to be,3,youtube-watch-listen-stream,544007664
Greg Da Man,"Everything works the way it should again. Google/YouTube please bring back the dislikes counter!
Another issue unrelated to this iOS app - please fix the LG television app. You can no longer like or dislike videos, and some icons are in Chinese!",2022-04-23 14:11:48,False,"The glitch for comment replies has been fixed, everything else is fine though",5,youtube-watch-listen-stream,544007664
Gunslinger Jo,"I am making a handful of videos, such as those starring my toys Quacky Enderman, and Alexander. A lost video Killing The Little Wookiee was painful for you to watch. The rest of my channel I was hoping to be rated G, but they aren’t. A lot of people think my movies are rated PG because of those battle scenes I produced. My videos are way popular than you can possibly imagine.",2022-04-15 08:11:59,False,Jonah Smith The Cowboy and Filmmaker 900,5,youtube-watch-listen-stream,544007664
iPhoneP!nk,"There’s a little something wrong about the dislike counter, it proves that some people sometimes can’t handle dislikes. Not being mean or anything like that, but we’d like it if you bring back the dislike counter. Another problem is that playlists show the wrong number of videos.",2022-04-11 04:10:26,False,Something’s Wrong,5,youtube-watch-listen-stream,544007664
khosrow Salour,Best means for learning What can i say i am an expert in World history now thanks to you tube  oh wait a minute I am also an expert in football tactiques thanks to you tube also an expert in contemporary Iranian history etc Thank u you tube for making me a better and more rational person i can say You Tube is one of the beat inventions in the history of mankind Khosrow Salour Reston VA,2022-03-05 03:05:46,False,Best learning tool,5,youtube-watch-listen-stream,544007664
Jets coast,"I am a senior I will be 76 in February.  I do this work out three times a day. 15 mins. each.  Been doing this for three years now. I use to go to classes but with Covid the classes have been canceled.  I like this much better, I have control of the time. An added factor is that my husband enjoys it, so we workout together. It is Perfect! 👍❤️Jetscoast",2022-01-25 22:16:02,False,15 minute workout for Seniors.,5,youtube-watch-listen-stream,544007664
Old Man Mu,"When I zoom out the window to the bottom and restore it, then switch the screen to horizontal screen mode, and then switch back to the vertical screen. When I finally switch the vertical screen this time, the background of the playback window will get stuck in the image of a video playing for a certain moment. I hope you can observe this phenomenon carefully. This bug has existed for a long time.",2022-02-10 11:26:22,False,I find a bug,3,youtube-watch-listen-stream,544007664
Xiomairalyz,"After the new update, playlists of videos from Youtbers don’t play like they used to. They used to play from the first video posted until the last one, so that if you just wanted to listen it would play in order. Now it’s completely different and plays backwards. It’s hard to watch a series and have to be constantly checking that the video is in the correct order. Please fix this 🤦🏽‍♀️",2022-01-15 04:03:59,False,Playlists by creators,3,youtube-watch-listen-stream,544007664
BonziBuddy109,Look sure there may be a few bags and stuff I just don’t care if I can watch my videos I’msatisfied  sure the ads are a little annoying especially when I get them on like a 3 second long video but other than that I think the app is fine just the way it is,2022-08-23 03:48:56,False,I don’t care about glitches,5,youtube-watch-listen-stream,544007664
who dat man,"If it wasn’t so addicting, it would be 5 stars. I’ve spent too many hours on this addicting rabbit hole. Its so hard too pick up to the point where I have switched to the safari version so I could have a plug-in that can block different sections of the site. If you are debating wether to get it, dont, please, dont fall in the rabbit hole, and if you are, use the safari version. Its a personal decision, but I would recommend not to get it.",2022-09-13 00:43:29,False,"Its good, but just too addicting.",3,youtube-watch-listen-stream,544007664
qwertyuiopasfdghjklzccvbnm,"I do love this app, it entertains me whenever I feel sad, however, whenever there is like nervous or the feeling that you don’t know what will happen next and you need to watch this video quickly, but BOOM, there is ad, most of the ads are the ads that you can’t skip.",2022-06-10 19:14:58,False,Too long ads and has nothing to do it anyways,5,youtube-watch-listen-stream,544007664
Starbuck_1979,"I’ve been using the app for years and it’s been very stable. With the last app version, there is a bug with the advertisement. If an advertisement plays in the middle of the video and finishes, the video plays in a 1/4 size of the full window. To fix it, I have to leave full window, then return to full window. I have to do minimize / maximize after each advertisement. It’s getting really old. I hope a developer sees this review. Maybe they are trying to get to pay for the add free version?",2022-08-20 22:01:19,False,New bug,2,youtube-watch-listen-stream,544007664
plzfixthegameilikeit,"Sometimes while watching an ad I accidentally press the “why this ad” option and whenever my phone is horizontal and I’m in full screen the app forces it to go vertically and I can’t go back, and have to close the app, lose the video I’m trying to watch, and sometimes it’s at the start so it doesn’t go into my history so I have to find it again.",2022-07-29 17:23:48,False,Why this ad bug,4,youtube-watch-listen-stream,544007664
Classified?,"The new UI looks like it was made in Microsoft paint. The increase in ads is insane and honestly makes me spend more time view ads that I could care less about than viewing the videos that I like. No wonder people use ad blockers for your website. The last thing I'd like to point out is forcing users to update is a horrible business practice (to be fair you're not a stranger to those) especially to make users update to the ugliest UI I've seen in a while, it feels like I'm looking at someone's first attempt at a UI from 1999.",2022-07-20 03:04:48,False,"UI is ugly, increase in ads, forced update",1,youtube-watch-listen-stream,544007664
AlfredoKr,"The application is great overall. I put 4 stars because in my opinion it just lacks the PIP (Picture In Picture) feature. And if you don't activate it automatically, at least give the possibility in the settings to activate or disable it would be really cool. I've been waiting for it for years now but nothing. I hope it will be available soon.",2022-06-20 22:25:13,False,Required Functionality,4,youtube-watch-listen-stream,544007664
Eliza Jean Mallory,"The reason that’s only four stars is because I have an iPad and there isn’t a short button I can’t add sound to my shorts either, and I don’t know what’s happening i’ve tried looking it up and trying to figure out either why it’s not there or how I can fix this glitch, if it is one. I can’t find anything and it’s on its newest version so it’s not that. Can someone please help me? -Eliza",2022-06-19 19:36:02,False,My review,4,youtube-watch-listen-stream,544007664
bennymutt,"When the creators use a drama headline just to get you to watch it’s deceiving people and when it says it was posted today in hours and you click and it’s something you watched 2 weeks ago. I do not like that. So I will not watch anything. But there’s a lot of free great movies, documentaries that are great. I really enjoy you tube.",2022-04-01 03:48:42,False,You tube is great but …..,5,youtube-watch-listen-stream,544007664
SVG jr.,"Extraordinary amount of ads and disruptions. Removed video dislike counter. Removed autoplay option toggle or put it in a hard to reach spot. Can’t easily get to video creator-made linked videos anymore, they removed the handy “i” button in the corner and now have to go through the three dots settings button. They prioritized shorts at the expense of an easily accessible Trending tab. Hard to see past YouTuber discussion posts.",2022-05-02 02:33:00,False,Okay good app burdened by terrible company decisions,3,youtube-watch-listen-stream,544007664
Chrismikes123,"love the new update BUT since the update watching videos has been a job, constantly changing video quality, then closing video only to reopen hoping the quality changed. Because all of a sudden my wifi isn’t fast enough for seamless 1440P playback and my 5G isn’t fast enough for seamless 720P playback but before this update videos would playback seamlessly. Not sure how but since the update, videos are constantly loading and buffering it’s been ridiculous please fix the issue or revert to previous version",2022-04-29 18:15:19,False,Love the new update BUT,1,youtube-watch-listen-stream,544007664
Lucy_808,"Listen the app is great and all, but bring back dislikes. That’s the most dumbest decision I’ve seen made on this platform, when I’m trying to look for insightful videos it’s difficult to find them now as videos could just turn off comments and have a really good like ratio where the dislikes can’t be seen. Fix it please",2022-03-10 23:41:27,False,Fine app,5,youtube-watch-listen-stream,544007664
Ska-triumph,I find it insane they such a massive media platform that I opted to pay for - so to not have ads but be able to play when closed & download - keeps crashing when engaging with said downloads. It’s maddening that the app crashes when it’s prepping the download playlist Or if it’s between playing and downloading / erasing. Or if the phone suddenly finds WiFi. Why is wrong with your servers and app that it crashes so much?,2022-03-23 05:37:30,False,Crashing on Premium,3,youtube-watch-listen-stream,544007664
mcox/xavion,"It’s awesome to have unlimited access to knowledge.. unlimited topics to review and watch.. 
Self Education is a lost thought in todays society. It’s a ridiculous statement to say a person can’t educate themselves without expensive college. With all the information readily available with platforms such as this, it brings hope to those less financially fortunate.. ❤️",2022-01-02 16:27:57,False,Very educational,5,youtube-watch-listen-stream,544007664
Uwhsushens,"You would think a huge company like Google could make a competent app, but think again! Maybe they’ve moved development and QA to some garbage machine learning algorithm? 

There are so many UI glitches when trying to view comments/resize videos. These have been present for months; it is clear that this app is not properly tested. Also bring back dislikes. 

Update: I legitimately don’t understand how you are able to make every update worse than before. The animated logo on the top left is distracting and annoying.",2022-02-01 20:10:04,False,Worse with every update!,1,youtube-watch-listen-stream,544007664
hisemma,It’s great to be able to search for a wide variety of music. I did find it very annoying that when I wanted to listen to a beautiful string quartet I clicked on “skip ads” and at the climax of the movement the piece was interrupted with a loud and obnoxious ad. It totally broke the mood of the piece for me. I guess when you click “skip ads” it doesn’t mean anything,2022-01-18 04:37:42,False,“Skip ads” don’t always work,4,youtube-watch-listen-stream,544007664
This cracks me up,My whole family has used this apps for years we’ve seen people being creative being people being lazy but the thing I don’t like about this app is that it has a little too many Ads and  people want to watch there stuff on here but other than that I really love it app,2022-06-15 21:58:01,False,Too many ads,5,youtube-watch-listen-stream,544007664
PirateJim,"I have to know what you are all thinking. I’ve only posted a few videos, those being just simple memes which got me a community guidelines strike. Yet, you let channels that post complete gore to exist. Also, some of these gore posting channels will actually send in their gory videos to livestreamers in an attempt to either mentally scar them, or get their channels taken down. I suggest that the current staff be fired in favor of a more competent staff. This problem needs to be fixed and fixed now.",2022-08-16 16:56:49,False,Needs an absolute fix,2,youtube-watch-listen-stream,544007664
merrivy,"I do appreciate the website developing though. Adding PiP or background play, as well as a donation button, or customized settings like auto play options. I also enjoy seeing all the different communities grow on all sorts of topics. The copyright system does seem to be overbearing to creators though. I love their creativity when they to get around it.",2022-08-10 18:34:41,False,Expensive membership or dumb amount of ads,4,youtube-watch-listen-stream,544007664
ThatPupTy,When you search for something specific and click on the shorts the first two or three when you slide up to view the next will be related to your search topic but after that when you keep sliding up random non related shorts will play. It’s extremely annoying because to keep viewing shorts on the topic you searched you you must individually view each short and click back to the search results page to keep viewing related shorts,2022-07-13 00:29:32,False,Fix how shorts work…,2,youtube-watch-listen-stream,544007664
Bla bla bla787,Stop banning conservative and hiding pro 2a content creators who teach gun safety and promote responsibly owning and operating of a firearm. You allow women to objectify themselves kids to post extreme druguse. You allow punk thugs to wave loaded guns while smoking pot. And yet you take down videos on how to build or use and even train in safe ways with a firearm. When it comes to gun violence and accidents your blocking of information is adding to the problem NOT HELPING. Stop this harmful policy and let free information flow and the education it provides will be a part of the fix for the gun safety issues we have in the USA.,2022-07-09 04:42:55,False,Stop banning conserviteves,1,youtube-watch-listen-stream,544007664
Stu8786,"I would be straight-up ashamed to be associated with an app this blatantly dysfunctional - it’s like someone read a UX manual, and did literally the opposite at every step. 

Finding anything is a low key nightmare, but we’re you just watching something, and happened to minimize the app? Tough luck, it’s gone now! Not to mention the truly obnoxious, nagging business model for YoutubeTV - jfc, the more you pester me, the LESS likely I am to subscribe.

This all might be excusable for a startup or small team, but it’s literally Google, any excuses are drowned out by the mountain of cash they’re sitting on.",2022-06-29 01:16:23,False,Shamefully and embarrassingly awful,1,youtube-watch-listen-stream,544007664
Woodcut18p-,Issue is the community is still not on ipad pro and sometimes the video will load but everything else will be black also with the playlist too when you try to load a playlist video to play.,2022-05-08 22:02:50,False,community Tab channel and bottom won’t load and side as well,5,youtube-watch-listen-stream,544007664
renzo2020,"The ONLY reason I still use YT, is that there is a big variety of videos and subjects I can quickly find. Other platforms like bitChute don’t “disappear” comments or most reasonable content. The 2 starts is because using YT is like having Big Brother watching you all the time.. most adults don’t appreciate being told what they’re “allowed” to think, say or search. If YT continues the authoritarianism... I’m gonna go elsewhere soon to post and search for content.",2022-06-12 07:41:25,False,People are leaving to go to freer platforms,2,youtube-watch-listen-stream,544007664
j cant pick a nickname,They are so many not accounts that post one video trying to advertise something and when u try to report them there is no button that fits it also the dislikes and don’t recommend doesn’t work I can’t see the dislikes so if I click on a video that has a 1 million views I don’t know it’s bad until I look in the comments also I press the Don’t recommend button but I sees. Video from them a few seconds later please fix this it’s been months of me feeling stress over seeing the same problem over and over again,2022-06-05 16:39:17,False,Why just why,1,youtube-watch-listen-stream,544007664
Camper1158,"1: When in a person's channel, you need to have a sort out by name (a-z), on sort out by oldest (where is it [I feel like you removed that option]), and sort by name (z-a)
2: When in a person's channel, you can use the search button to find a video specifically in that channel.
3: What's the point of having the dislike option if it is unavailable. Just delete it if your not going to use it.
FIX IT.",2022-05-22 05:57:07,False,App needs modifications,3,youtube-watch-listen-stream,544007664
Gianna! ⬇️ Heres my review!,"Everyone, I love YT so much! It has shorts, *if your not allowed to have TikTok* and, you can comment on videos, upload videos, and like videos too! And for all those parents out there, you can even put parental controls! And if you feel like your kid is too young for YT, and I’m okay with that, you can get them YT kids! Anyways my whole review, is that YT is a great app/Structure!",2022-05-08 15:30:56,False,Awsome!⚡️❤️✨,5,youtube-watch-listen-stream,544007664
MIDORI0W0,okay so ive just come up woth this idea. so you know how you can see the unwatched videos of ALL your subscriptions maybe there could be a feature where you can choose at the top when you go over to the videos section of a youtubers channel and there be an option gor unwatches and unfinished just a suggestion tho!!,2022-03-03 21:35:54,False,I HAVE AN IDEA,5,youtube-watch-listen-stream,544007664
conservative,"I beg you to stop suggesting videos. Most are senseless, mind numbing, waste of time, stupid. I can’t imagine who would enjoy being bombarded with this tripe. When I click not interested, it shows up again and again. Also, I would suggest that we can tune in our personal selections so that google can not put their mindless, left leaning dribble into the suggested videos... I believe I spend more time hitting the don’t recommend ,,, and it doesn’t help one little bit. Thank you for nothing.",2022-03-27 20:16:15,False,Stop suggesting,2,youtube-watch-listen-stream,544007664
TwinPower2018,"I absolutely 💜Love❤️ & truly appreciate every Romantic Poem I read here on you tube. They inspire me to stay optimistic & keep charging ahead towards my Twin because they resonate 116+% with me!!
**Thank you** for all the beautiful, hard work! I feel very confident & courageous I’ll be physically with my Twin in the near future. God bless you & keep up the miraculous work Sweetheart. You have a beautiful gift!!",2022-02-12 05:21:46,False,THANK YOU FOR ALL THE MIRACULOUS POEMS! ❤️❤️,5,youtube-watch-listen-stream,544007664
ArmyRazorbackfanbrian,Hello dislikes where the main part of knowing if good or bad and you removed it  and you say just check comments they can just turn off the coments so I have to go through every tutorial on how to preform cpr correctly and if something is scamming you or if people are just lying so bring back dislikes or I will join Vimeo lol,2022-02-06 20:08:23,False,Bring back dislikes,5,youtube-watch-listen-stream,544007664
Tibbycakes,"Every other time I try to add things to different playlists, it adds the video twice, and it’s a pain to delete and re-add correctly. Also, random videos will end up on my playlists whether I put them there or not. I’ll put a playlist on at work, leave the room, and come back to see a video of some random how-to video, and my coworkers are like “What are we listening to? Why is this on a rock music playlist?”",2022-02-05 01:47:58,False,Buggy,3,youtube-watch-listen-stream,544007664
Alysaa daziy,This app is well made and is very easy to use. I recommend getting this app it is easy to post on and watch videos on. You can watch any type of video. Anywhere from mechanics to fairy tales. It is also a great way to get word out about your business of hobbies. Once again I definitely recoded this app to everyone!,2022-01-22 03:03:11,False,Awesome App!,5,youtube-watch-listen-stream,544007664
Wookiee Jim,"For overall UX, the app is decent. However, after all these years, can someone explain why developers refuse to add a search bar allowing users to search within a channel? This is available via a browser, but not within the mobile app. 
I see no benefit to the consumer for omitting this. Are they too lazy or not smart enough? 
If this is possible, and I’m not seeing it, please modify the UI because I don’t see it.",2022-09-05 14:58:33,False,Why no channel search?,3,youtube-watch-listen-stream,544007664
lulswavy,"I remember the good old days where I can binge watch my favorite Youtubers but now you can’t even watch one video without getting an add the video starts to get an ad, in the middle of the video you get an ad, the video could be over and It will still run an ad and the worst part about this is they run double ads it’s kind of annoying I get you’re trying to make money but you guys gotta do better. genuinely this is the best/worst app to stream videos and then slowly declining📉",2022-08-29 06:45:48,False,Too much ads,2,youtube-watch-listen-stream,544007664
CoLtKiDwElL,"I am concerned about the amount of update downloads and lack of noticeable fixes long time supporter and subscriber of YouTube.!.With that said the reasoning for updates in repetitive downloading for app seem very unrealistic non-reliable explanations..  Downloading so often eats up valuable (extremely expensive)data.. Could someone explain some of these issues, that I have brought up..??!!?",2022-08-23 21:59:00,False,Concerned individual,4,youtube-watch-listen-stream,544007664
Meowscle lover,"The bots on this app are getting bad, like BAD, every video I see, even wholesome kid friendly channels the is a like to some se (not gonna finish that) website or channel. This needs to be fixed, and the spam bots, I am a small YouTuber and have only 75 subs at the time I am writing this and people who steal a video, program a bot to upload 24 7 make more money then a small YouTuber who does put in work. It’s just sad",2022-07-22 13:30:32,False,Bots!,4,youtube-watch-listen-stream,544007664
benji_14,"The You Tube app won’t let me watch certain video or long videos for some odd reason. I’ve tried several things.

Watching these videos with my moms iPad Pro and there is no problems 

Watching these videos on my phone without being logged in my account and so far there are still no problem.

Watching these videos through a browser instead of the app and so far there is still no problems. 

So I don’t know why on my phone, when I tried  watching these certain videos on the app with my account logged in, it won’t let me and instead, the videos kept on buffering.

I also tried rebooting my phone several times and uninstalling and reinstalling the app but still, I have this same problem unfortunately.",2022-06-17 18:41:04,False,The App won let me watch certain videos or long videos,2,youtube-watch-listen-stream,544007664
jr_infp,"Generally helps me find useful content instead of mindless junk. That said, amount of commercials is increasing so I find I’m using it less and going to PBS more. I think their commercial free price is to high. They should offer different pricing for different  amount of commercial free hrs per month. Folks that aim to limit amt of time in front of tube will more likely subscribe to one of those rate plans.",2022-05-24 00:13:33,False,Generally good value,4,youtube-watch-listen-stream,544007664
Buckeye chris,I haven’t left a review in a long time. But this last update really screwed things up. The app is always lagging now and it’s crashing every single time after about the 3-4 video. Plus I’m not sure why we need the additional buttons at the bottom. Also I have my phone set in dark mode but the notifications are popping up in bright blinding white. Also I can’t seem to click the box at the bottom to minimize the video. It’s like it not even there.,2022-05-07 20:09:23,False,Last update was awful!!,2,youtube-watch-listen-stream,544007664
emmay's youtube review,I love this app and have been using it for years and it is a great app but there is one complaint I have had a problem with it is the adds I get at least 10 adds each video I watch and there is even surveys on like what type of brands have you heard of or used but other then that it is an amazing app and I recommend it to people who have not yet downloaded it.❤️,2022-04-22 12:20:09,False,Emma’s review,4,youtube-watch-listen-stream,544007664
LCC2012booboo,So when I deleted the app and redownloaded it (I wanted to verify my channel) The loop function stopped working entirely. That one vid I want to watch over and over again cuz the song is catchy? NOPE. YOU CAN’T LOOP THAT. That other vid that is so funny I want to watch it forever? NOPE. YOU CAN’T LOOP THAT. If this is happening to anyone else plz fix. If you’ve fixed it please reply,2022-01-11 23:34:07,False,Great but about the loop function….,5,youtube-watch-listen-stream,544007664
marthaharr,"This all of a sudden appeared right after watching a video on the app. Now it goes to App Store and doesn't give an option to update, but to open. It's like the days that happens over and over. Same message to update, same app message to open, same message to update, etc. ???",2022-01-05 14:31:30,False,Tells me to update to continue,5,youtube-watch-listen-stream,544007664
And I oop😧,"I like this app but one update I really want is for everyone to have their own community posts, regardless if they make content or not. Everyone should have one as a way to share their opinion on their own. Instead of getting bashed by others in community post comment sections for simply sharing what they think.",2022-01-04 18:33:30,False,💀,5,youtube-watch-listen-stream,544007664
Charlieslic,"To whomever this concerns, I really am in love with U-Tube I retired early due to some lucky & wise stock investing that said if it wasn’t for U-Tube and investing I would’ve gone out of my mind you cover so many things no one person can get thru all of your content? I just wished I could take advantage and make money using U-Tube well thanks again U-Tube and HAPPY NEW YEAR n 2022",2022-01-01 19:15:12,False,LUCKY & WISE,5,youtube-watch-listen-stream,544007664
Jewls78,I love you tube I actually have learned many cooking styles and many other tutorials videos were we get to learn amazing abilities thank you for all the information and foe helping me contact the whole world from home much love hope to stay here and keep on learning amazing things in this universe,2022-06-09 19:42:59,False,The only social network I use,5,youtube-watch-listen-stream,544007664
JCOZBORNE,Title says it all. I last maybe 1o mins give or take anymore. Just isn't an enjoyable product anymore as it once was. Everyone is talking about it. Just kind of sad. Maybe its failure by design and not being a part of the business insider @ corporate leave folks like myself wondering why. You need to do something when there's more commercials than video. Too big to fail isn't necessarily bulletproof. Also aware nobody ultimately cares about my review. It'll be forgotten about in 3o seconds.,2022-09-25 15:36:29,False,More ads than cable T.V.,2,youtube-watch-listen-stream,544007664
i hate hulu now,"I hate ads I’d give you a higher score but you’d never give us the option to opt out of those without paying that makes me want to go to locals or twitch at least twitch’s commercials are more organized and interesting

Idk how long ago I wrote this but it’s like it’s happening again any time I’m not near my phone I get like 5 minute ads or when it’s night and I’m just trying to chill it doesn’t matter if you’re a big channel and sometimes the ads aren’t appropriate",2022-08-16 18:42:53,False,Forced ads and 4 minute To 20 minute ads at night while I’m trying to sleep,1,youtube-watch-listen-stream,544007664
ihateyouARGGGGG,It’s a good app! Been using it for a while. One problem is sometimes when I try to post videos I make a title and description but when I post it it doesn’t work and the whole title and description is gone and it only says “Untitled Video” I’ve tried editing it to the title I want but it just goes back to untitled video.. not sure why it does that but other that that it’s a pretty good app :),2022-07-20 01:50:06,False,Good!,4,youtube-watch-listen-stream,544007664
Tally591,"Can’t log into accounts just says error fetching Channel list for account. Locked out of accounts, I already uninstalled and reinstalled the app thinking that would fix it but just made a bigger problem. If it’s a ban it was a false reason to ban. Since my son and I only watch videos",2022-04-12 20:12:07,False,App not working any more,5,youtube-watch-listen-stream,544007664
Levia Dragon,"You don’t deserve any more than this rating. Hey I’m being so generous to you guys right now and not even going to use curse words because you guys already get enough of that as you are. To put it simply, I’m disappointed, enraged, and mostly betrayed by the one platform I grew up with. I even considered making my own kind of content on your site, but no. The people you throw under the bus, and the people you side with; it baffles me how hypocritical this company has become. Or perhaps it’s always been like this and I never realized it.",2022-06-03 01:09:04,False,A fool never changes i suppose…,1,youtube-watch-listen-stream,544007664
cheeryinmay,"After putting the translation module into Google Maps, now it was YouTube’s turn. No, I don’t need you to “translate” Traditional Chinese into Simplified Chinese. And 99.9% of Simplified Chinese users don’t need it neither. It’s like “translate” British English into American English. Centre = Center, Colour = Color, and so on. Even there is a comment in a language I don’t know, I don’t care, but rather wish to have the choice not to be distracted by that translation button when I browse the comments. Why can’t you let each one determine whether s/he needs translation?",2022-05-31 03:19:03,False,Stupid translation module in comments,1,youtube-watch-listen-stream,544007664
kkaelaa44,"Hello, when ever I began to start my playlists on there and I am away for a good awhile my playlist stops out of nowhere. Can there be an option in the setting so my playlists doesn’t stop? I don’t know if it has to do with the are you there thing (I’m on my mobile device).",2022-04-02 16:16:59,False,Option for to stop pausing my playlist??,5,youtube-watch-listen-stream,544007664
ldcurious,"I appreciate epoch times and associated programs I appreciate Fountain View And Christian music and movies and books... thanks We are in a crisis, please do not censorEpoch times who are keeping us informed in reference to protect our freedoms. Only a blind me or one of “them” can not see the massive corruption Do what you can to preserve what is good in our heritage, of which there is much",2022-02-16 18:09:19,False,Appreciation ad Help,5,youtube-watch-listen-stream,544007664
toothpasteheheh,I’m putting it as a four because the thing that I don’t like about the shorts is because I want them to have like filters like TickTock and TickTock has filters of cute really filters and I’m not using TikTok to do videos because TikTok has good filters now just have basic filters and they’re not like cute ones but I still like this app but this is why I’m also talking about the shorts,2022-02-14 22:15:42,False,Telling why,4,youtube-watch-listen-stream,544007664
jackson oday,"Really entertaining app, everything is perfect. but I have a suggestion. In the bottom left corner, when you press on the subscriptions, then press see all, y'all should add a favorites list. This is so if u need to see you favorite creators, and what they post, you don't have to look throughout the entire list. 
Thanks!",2022-01-17 00:42:35,False,Really great app,5,youtube-watch-listen-stream,544007664
