userName,title,rating,review,date,isEdited,app_name,app_id
mdawna,Please read if you work for Netflix 😀,5,Ok so I want to know why that the people that work for Netflix that made The Unlisted and it just dose not make sense at the end of all the episodes and it’s been a long time I’m waiting for more episodes and if your not going to make more I’m very very very mad and sad so please do it it would make me and my sister very happy 😊 so please do it thank you for reading this by👍,2022-09-26 19:50:59,False,netflix,363590051
Cha11engerr,Are you kidding me????,1,"You’re losing subscribers so you’re going to charge people to share an account? The entire reason I cancelled my Netflix account was because you kept CANCELLING ALL MY SHOWS. Every time I started a new Netflix original—which btw we’re all amazing—it would get cancelled. So I started waiting until the show was complete to binge it, knowing I would have an ending. And every show I thought I would watch, got cancelled as expected, before I could even picked it up. THIS IS WHY PEOPLE ARE LEAVING YOUR PLATFORM. FINISH YOUR SHOWS BEFORE STARTING A NEW ONE. Go finish Santa Clarita, glow, the society, sense8, the list goes on!!!! Then people would come flying back to Netflix!!!",2022-07-20 13:40:34,False,netflix,363590051
Joseph Jostar (CJcoops985ttv$,Jojo’s bizarre adventure,5,"This might be off topic but once as a little 8 year old I wrote a review asking for more beyblade. Years later they removed the only good beyblade ,besides the original, beyblade evolution. So now I am back kindly asking for season 6 part 2 of the best anime ever to be made by Netflix Jojo’s bizarre adventure. Jolean is practically dead and the villain got away. So please release at least one episode per week to satisfy us Jojo’s fans.",2022-07-07 03:38:21,False,netflix,363590051
brokenglass1391,Renew JATP!,1,"Netflix is just going to lose business by removing all the good shows, and by refusing to create more seasons of a good show. If that utter trash Stranger Things can receive many seasons, then Julie and the Phantoms should have received a renewal for at least 2 more seasons by now instead of being left with an unresolved story plot! Lots of people want to see more and get closer to what’s the real deal with the bands death, their former band mate Bobby, and to see what their unfinished business actually is! Not everyone that watches netflix is on drugs like those watching Stranger Things! Right now, Netflix contains mostly content gearing towards boys and men. So Netflix is sexist.",2022-07-04 09:06:06,False,netflix,363590051
Katakuna_Duh,What I think netflix needs to work on,5,"Netflix is an amazing app don’t get me wrong, shows and movies of every genre but I personally think they are missing quite a few that we all love and miss, like anime and superhero shows, movies and episodes for example, I terribly want to rewatch all the pokemon movies to freshen up my memory and want to watch naruto to boruto: next generation, please netflix do this for us!",2022-06-17 13:03:47,False,netflix,363590051
football_is_life,Just as Good as the Website,5,"While the website may have more of a variety of suggestions for you, this app works incredibly for a mobile device. It has the same basic interface as the website, and the option to download episodes is very useful. It is very easy to use and doesn’t have any bugs or glitches.",2022-03-21 03:22:53,False,netflix,363590051
Ihatecountrymusic,Tired of the notifications,3,Got notification on my phone at 10:30 Pm on new item on netflix that apparently they thought couldn’t wait - why the need to notify at that time at night.  If they really are evaluating when I watch and what I watch why would they notify after 10 I almost never watch after 10.  Have blocked notifications on most of  my devices from Netflix because they ping me so often it’s spam.  What good are their notifications if they are blocked.,2022-03-08 15:43:07,False,netflix,363590051
Sniper Cartman,Meh,2,"Second price increase in 2 years, I’m done. There are a lot of shows I like but the majority have now been cancelled or new seasons are more than a year away. $20 a month now. Last time they increased the price, I at least knew of a bunch of things that I wanted to watch that I felt made it worth it. There is shows on my watch list but honestly nothing to make $20 a month worth it, I don’t even think I could name anything off my watch list. Oh and Thank you for Lucifer, it was the show that led me to Netflix and it has ended, just like my subscription.",2022-02-08 22:31:43,False,netflix,363590051
lolidkomgO-O,"Sad :,) [ pls read Netflix :( ]",3,"So I was gonna watch monster high (don’t judge me I wanna watch my childhood) and I search it and it’s not there. And one time I was in the middle of a series of anime and the next day, I was looking at my continue watching and it’s not there. My point is please stop deleting movies,shows,animes, etc from it. What if someone has a really weird obsession with a show and it gets deleted and they have no other way to watch it? If you do find this, thanks for reading. Hope u understand :).",2022-04-28 21:23:44,False,netflix,363590051
kitsxtg,Can’t use app,1,"Netflix itself is fine but the app is useless, it keeps saying I’m offline which is ridiculous cuz my phone has internet service, this is how I am able to write this review. Someone told me I should try getting on wifi which makes no sense because why should I have to log onto a wifi on my phone to use this app when my phone already has internet? This needs to be fixed , how am I supposed to watch the Netflix I am paying for when I can’t even access it through my phone because this app doesn’t let me use it? This needs to be fixed immediately.",2022-03-23 05:07:31,False,netflix,363590051
dont get rid pf mivies,I want more episodes and don’t get rid of movies,5,Can u please stop saying turn resurrections off I can’t watch Netflix if u say that and also u always get rid of movies like Hannah Montana it’s not fair so don’t do this I love Netflix but it needs more episodes of legacies and originals so please add them by listening to this note please do it I really want more episodes of legacies and oringinals and lady bug and cat noir thank you😊,2022-03-19 14:06:51,False,netflix,363590051
its girl,Does it have the shows you’re looking for?,3,"A few years ago like two years ago I used to watch the show it’s calledK-ON! It is an anime show on Netflix and I tried to type it in because I felt like watching it and I tried to find it but it wasn’t there I also used to watch this movie it’s called scales mermaids are real and I tried to type that and couldn’t find it,and both of those things I was looking for was on Netflix but sometimes it takes it off",2022-03-26 15:28:25,False,netflix,363590051
KkkkkkYyyyyyLlllllEeeeee,Please read Netflix developers!,4,"To the Netflix developers. I would really appreciate it if you started rating your shows and movies correctly, my parents have that I need a password for watching anything TV-MA but when I look up that show or movie on another website or app it shows that the show or movie is actually TV-14 AND the ONLY reason why it says TV-MA is because of nudity BUT THERE IS NO NUDITY, THE ONLY THING YOU’RE GOING TO GET CLOSE TO NUDITY IS REVEALING CLOTHING. So, please Netflix developers fix this.",2022-07-15 15:08:45,False,netflix,363590051
abbey_nicole08,NETFLIX!1!11!,5,"omg i love this to streaming channel literally everyday all day but for the LOVE OF GOD DO NOT DELETE THE VAMPIRE DIARIES 💔 LITERALLY ITS ONE OF MY FAVORITE SHOWS i signed up for another subscription just to get this NEWS. SEPTEMBER 3RD COULDNT COME ANY FASTER istg please do not delete it IM A LOYAL SUBSCRIBER. i’m coming to you as a buyer to say you are better than this netflix this isn’t you 😢 - we are buddies so i hope you take this into consideration and DONT delete it- my hopes and wishes and whole will to live, abbi 🫶🏻",2022-08-22 00:15:58,False,netflix,363590051
johmarrian,Dear Netflix,5,I love y’all updates but y’all took off power rangers can y’all please put back all them it will make me glad because other people like power rangers its they very own child hood shows y’all getting rid of them they are the best shows ever so please answer my request and add all the power rangers shows that will make me really happy and the other people to thanks,2022-04-28 22:50:33,False,netflix,363590051
chris10475,UH IS IT GOOD,4,I’m glad they have seen to on it but the problem is I wanted to watch it but Netflix says that way too much people are using the account right now because my family shares the same account with me and the problem is they say that there’s way too much people on the account so I have to leave Netflix but there’s an error there’s literally one person watching Netflix in my entire family is this a scam?,2022-07-12 21:20:16,False,netflix,363590051
Rewant,What happened?!?!!,1,"This app used to work wonderful and was much, much better than the competition. However since the last month or so, the app has become incredibly buggy and it is suffering with a lot of performance issues! The main one being that, whenever you forward or reverse by +/-10s the content starts to stutter very badly. It doesn’t matter if you are viewing it offline or online, if you forward or reverse it, it will stutter. I have tried updating and reinstalling the app but it did not help! Also, there are numerous other random errors popping up now and then.",2022-07-12 22:14:34,False,netflix,363590051
take off glitches,Good but keeps canceling the good ones,4,"Many shows are on Netflix, that’s a fact. But to keep up with Disney+ and the like, they should stop canceling the older shows. For example Pokémon, the original has stayed, but many of the not new ones are gone forever. Like Sun and Moon,XY, Sun and Moon Ultra Legends, the list goes on. My point is, please stop canceling some of the good shows that many people enjoy. Also, stop with the Pokémon rip offs (Yu-Gi-Oh,dinosaur king, digimon, etc.) 
Bye! And have a pleasant day!",2022-07-08 08:38:58,False,netflix,363590051
forniteemma,Love it but suggestions ✨,4,"I love Netflix and all, but I do have some suggestions. 1) is to have a teen,kids,and adult sections I’m 11 years old and love watching mlp. But I go on my moms profile when my profile isn’t working (also pls fix that) so I go to my moms profile and I always forget to put mlp on the list and have to go to search and I see stuff I shouldn’t be seeing. 2) to RE ADD SECRET LIFE OF PETS LIKE COME ON 3) this is the last one, maybe add an animal section? Edit: PLEASE ADD VICTORIOUS SEASON 3 AGAIN IT WAS THE BEST SEASON",2022-04-11 22:31:14,False,netflix,363590051
aheuenwnquw,Why Netflix 😣,3,"Ok so I was watching all the shows I liked just fine yesterday but now they are all gone off my watch list. I don’t know if this is a Netflix Problem but when I searched them up, either they went down to only having 1 season or they weren’t there at all. There wasn’t a warning For this and it was very random. I restarted my phone 3 times and they were still gone. Although this just might be a bug in the system, I’m still very upset.",2022-06-23 13:37:14,False,netflix,363590051
puppyprincessEmma,Please read this Netflix.,5,"Netflix is the best thing to watch your shows and movies on. But there’s just one thing that upsets me, that Netflix took away Spider-Man into the spider verse from Netflix. So can Netflix please add it back on because it’s my favorite Spider-Man movie on Netflix. Since it’s not on Netflix anymore, I have to watch it on safari/YouTube. So please please please please add it back on and I’ll be so happy.

5:45 PM Wednesday April 20,2022",2022-04-21 00:45:08,False,netflix,363590051
gabbyt 08,Comment section,5,"I love Netflix it’s amazing the only thing I was upset about is when they took coraline off but whatever.
I think there should be a comment section where you can make comments about the show or movie you watched because sometimes when I read the description I need more and I think the comments could help with that.",2022-08-04 22:47:46,False,netflix,363590051
Fashionkillapoppingtags,Honestly best streaming app,5,"People have different tastes for content amongst the streaming services but when it comes to app itself, Netflix is truly superior. Easy to use app, rarely lag, no glitches and solid customer service. You know you’re in good hands when using the Netflix app. When you just want to relax after a long day, the Netflix app never disappoints.",2022-07-16 07:30:47,False,netflix,363590051
uhhh this app man,Added extensions,5,"First and foremost, I love this streaming app I noticed watching from laptop is SOOOOOO HELPFUL I was in a google meet call/ on Netflix with an extension so that I can control the volume and make the show able to be heard better On phone being on FaceTime/Netflix makes it a bit difficult to hear your show so I was wondering is there a possible way to boost volume via app 🙏",2022-06-30 04:28:13,False,netflix,363590051
Jack and Jack lover😍,Constant annoying home page issues,2,"No matter how much I keep the app up-to-date, I constantly have an issue where the home page will not show the movies/shows I am currently watching. Additionally, it will take me back to the very beginning of a show even if my progress was much further. Netflix also removes shows from my currently watching list, which is extremely frustrating. Getting tired of having to exit out of the app 5 times just so my currently watching list can FINALLY pop up.",2022-06-09 16:17:59,False,netflix,363590051
NHL_Fan14,Needs to change profile pic but overall great,5,"Netflix is a wonderful streaming app, with a variety of shows and movies. I really love it. The only thing I don’t like bout Netflix and what I think they should update is their profile pictures. The same ones are always there even after update and update. They add some new ones but not a lot",2022-04-27 01:40:22,False,netflix,363590051
RJT357,Needs To Keep up,3,Please get rid of the Ana may cartoon that are terrible that no one is watching. And Keep up with the Tv show’s season like you’ll have 1-2 and not 3-4 etc. and your not keeping the good Movies on long enough.  One More Major Thing Is If You Are Think About Getting Rid of Binging Is What I Read I’m going to have to say goodbye. I ve been using Netflix since you sent out disks and had several accounts So Please Listen To A Loyal Customer. I Will Cancel My Account If You Make That Change,2022-09-28 06:49:38,False,netflix,363590051
jhconner,Please Update,4,"Okay, I love Netflix, but I do have one small complaint. Lots of the profile pictures from multi-season shows are pictures from the first season. I would like to see them updated so bad, for example, I would love to have some of the new characters in the stranger things profile picture section, except the only profile pictures there are, are of characters from seasons 1 & 2.",2022-07-07 17:31:22,False,netflix,363590051
Love2play games,If you don’t read this something very bad will happen,1,Please stop canceling shows get back Dino super charge Power Rangers or I will never use this app again and start watching Disney+ is they don’t delete any shows.             Netflix it’s stupid don’t use it it’s terrible there’s a show on there that’s way too old like they say they can only keep shows 4 a certain amount of time Netflix is lying to you don’t watch it it’s terrible and now get rid of Netflix I love Bakugan and they deleted it my life is now gone because of Netflix now I hate Netflix get rid of Netflix please it’s our only hope.,2022-07-28 03:22:00,False,netflix,363590051
Stone Stephen,Cant find master journeys part 4,4,"It’s a great app, but I cant find Pokémon master journeys part 4. It also says it has new episodes but it says I watched all of them. Google also says Master journeys part 4 came out last year. I have the latest phone and my Netflix doesn’t need to update. I tried to find it on other devices like my tv. I don’t know what’s wrong and I don’t know if it’s just a glitch or if my Netflix doesn’t work",2022-06-22 07:00:38,False,netflix,363590051
Country kicks101,Real person!!,5,Netflix is amazing! All shows and series are great! And don’t get me wrong I love the profile pics but maybe y’all should add some more like vampire dairies or originals. That would be amazing because I love those series and I would also love to have some profile pics of them ecpesaly of Damon off of vampire diaries!! If y’all can do that it would make my day please and thank you!!,2022-05-18 11:43:43,False,netflix,363590051
EeveepokemonPerson,"Good, but there’s a bug",4,"So everything is good here, except a few days ago I got this bug. When I went into the app, inside the app everything was fine but when I went back to my Home Screen and looked at the bottom bar that show what apps you have opened recently, Netflix isn’t there! I’ve tried everything, there aren’t anymore updates or anything, but it won’t show up.",2022-04-20 14:39:06,False,netflix,363590051
team.ake,Auto play,3,"I’ve been in Netflix for almost 10 years now and up until a couple weeks ago, I’ve never had a issue with the auto play for next episode on shows. It only works when connected to a wifi connection now. If you are worried about data usage, allow that to be a setting for us not you (netflix) to choose. I don’t have a wifi connection when I’m at home since my mobile carrier is unlimited data.",2022-09-06 03:26:22,False,netflix,363590051
Lamar_247,More of a complaint than a review,3,"Dear Netflix , 
 I watch mostly on my ROKU tv app. My complaint is about the app functionality. When I want to open the app and browse shows or just read what shows are about , the app starts auto playing previews of what I’m looking at. I’ve checked settings and there’s no way to turn this feature off . It really is quite annoying to be honest.  I would really like to see a toggle switch in settings to turn off previews.",2022-07-31 16:12:22,False,netflix,363590051
hdfgddvdhdvdb,Please put all the episodes of food war back,5,Can I ask you if you can please put other episodes of food war back please I would be thankful if you could only ask that you please put more episodes of food war am I opinion food war is a good series so I ask you to please put all the episodes of food war back thank you for hearing my opinion,2022-07-02 00:10:32,False,netflix,363590051
PenguinLover<3<3,Why is there no shuffle mode,4,"I thought the Netflix app for iPhone had a shuffle/randomize button but It's not there. I only can do this action on the tv and not on my phone. Why is that? It should be available on phones as well. Also, every time I randomize I only get tv-shows never movie options. I would recommend an option to be able to just shuffle movies, tv shows, or both.",2022-04-18 00:03:33,False,netflix,363590051
•Rosey•,Please read this,4,"Please stop taking away episodes from shows and please add that you can search a episode. Please add a pre teen selection please add back some shows and add some episodes. Also none of my downloads are working… and it always freezes,or loads forever and ever then logs me out. Please read this and respond to this it’s been happening quite often it will be a big pleasure.    From a reviewer",2022-02-22 04:05:31,False,netflix,363590051
Mr bulit fan,I only have 2 problems,4,"My first problem is please stop removing good movies and shows, and my second problem is why do each territory have different movies and shows? Like why does America have movies and shows that Lebanon doesn’t? Can you make it that we can all watch the same movies and shows, it would be much better and we would have more movies and shows to watch",2022-01-22 04:05:01,False,netflix,363590051
JacS447,Who cares about the teen section.,2,"Everyone is complaining that there needs to be a teen section. CRAP!!!! Sure Netflix has some problems, but that is not one of them! Kids and teens are the same thing. and believe it or not, some teens watch kid shows rather than action shows. But nobody cares. So if you’re reading this, used Netflix and you think think there should be a teens section, than take a long look in the mirror and think of what life would be like everyone complained about little things like that!😡",2022-02-03 23:46:21,False,netflix,363590051
5or4star,Please think about this Netflix,4,"You need to stop cancelling good shows. Like for example, I watch iCarly and you get rid of it in February and that’s my fav show so please consider this and don’t cancel good show and another thing. You. Need. To. Stop. Doing. Cliffhangers! I was watching squid game and that cliffhanger KILLED ME. So please add more seasons to shows. And add a season to green eggs and ham like you said you were gonna my sister won’t stop bothering me about a new season so yea",2022-01-18 01:46:43,False,netflix,363590051
CloudyCatID,This needs to stop,3,Netflix is a great streaming app just its sad how they take away amazing shows from the app and replace them with with bad originals. for example the cuties title was very disgusting a girl who wants to be in a twerking club?! Image being the one who is saying to repeat moves and cut to these little kids doing absolutely disgusting things. I personally believe that Netflix should take a look at things people watch and things that people don't watch and make their own stuff like it.,2022-01-19 03:47:21,False,netflix,363590051
xxshadow novaxx,NEVER REMOVE STRANGER THINGS,4,"Dear Netflix,    I love how the program almost never lags but the thing is you remove classic and amazing shows and the thing is as you can ready by the title Stranger Things is one of the best shows I have seen so far! But since you remove a lot of great things I can only think that you would remove Stranger Things! So if you do think of this there are LOTS of Stranger Things fans that would be disappointed.",2022-07-18 18:16:27,False,netflix,363590051
😬🔫💀,netflix,2,"netflix needs to stop taking the good shows off and start taking the bad ones off bc they just added criminal minds back on and took it off like a day later and they are taking vampire diaries off and they took Coraline off which was my favorite movie and now i can’t watch it.
 You can NOT take the good shows like criminal minds, coraline and vampire diaries off and leave other shows like shows that have no plot and just keep going and are boring and stupid and if you loose customers it’s because of that reason.",2022-08-29 01:14:15,False,netflix,363590051
Anit kay271,Not worth paying for,1,My family has had Netflix for around ten years and each year they get rid of more movies and tv shows and starts adding more of their own movies and tv shows. The amount of movies I have wanted to watch but just can’t because of Netflix is really frustrating because they used to be on there. My final straw was it kicked me out of watching a show mid-episode because it’s no longer available I was not pleased to say the least. It’s just not what it used to be and it is really missing out on all of the classics that people want to see.,2022-08-24 07:27:34,False,netflix,363590051
sammie skyler,Logging out is an issue,3,"Great platform but logging me out of my account on other devices every single time makes me question their motives. I have been logged in on my TVs for over 3 years and now Netflix decides to log me out. Right after I read that they are cracking down on sharing accounts?  Seems that they do not trust you and just care about keeping subscriptions up. With increasing prices each month, I honestly did expect better quality.",2022-07-28 02:30:01,False,netflix,363590051
xa1ds,Over all good,4,I love watching Netflix when I’m bored and really wish they would a more shows and more episodes to shows that they haven’t even finished for example demon slayer I love watching the show and it’s really good but can’t even know what’s happening since demon slayer already has more seasons so I think that’s kind bad but other than that I think it’s good but should add more stuff that people want to watch.,2022-07-18 04:24:34,False,netflix,363590051
Baconator419,Pls Give Us this Feature Back,4,Either no one is going to see this or I will be doing mankind a favor by begging that you bring back the feature that allows you to see the time when you press the screen (and see the play/pause etc screen). It’s such a pain in the … ahem … to have to minimize or close the app to check the time. Thank you for your time and consideration in this matter lol,2022-06-30 04:28:37,False,netflix,363590051
Dreamer🐬,Netflix,5,"Ok this review is not about the app Netflix itself but about the show Julie and the Phantoms. Ok so , when I heard that Netflix dropes Julie and the phantoms I was soooooooo sad because the show really did have the potential for another season plus I’m sure there are tons of fans who wish for the same thing I do. If there is still something that you can do I beg that you do at 

#jatpforever",2022-07-13 23:54:52,False,netflix,363590051
Ataltior,Bad business choices,2,"Everyone knows the bad choices Netflix has decided to make from canceling good shows and keeping stupid ones, adding commercials, raising prices and limiting password sharing… the only thing I’m keeping this subscription for is Arcane at this point and as soon as commercials are in I’m going to be doing the same thing most people I know do which is turn my subscription on and off. The catalog provided isn’t worth the cost currently. I’d have given one star but arcane alone is worth a star so you get two.",2022-04-29 14:16:48,False,netflix,363590051
sonivore,Doesn’t appear in Up Next / Search,2,"Every other streaming app plays well with the Up Next feature on iPhones, iPads, and Apple TV, where it keeps track of what shows you were watching and what episode you were on. Also, when you ask Siri for certain movies or TV shows, Netflix doesn’t participate in search results. This used to be fine when Netflix had tons of great content, but now when it only has an occasional good show or to, it’s annoying to have to go inside of the app to get to them.",2022-04-28 17:19:20,False,netflix,363590051
Estellar <3,Shows on Tv not on other devices,1,"I’ve tried to watch shows that I could watch on my tv on my phone, and they aren’t there. Not when searched up, or after the app was updated. This has happened with multiple different shows. The shows don’t pop up in recently watched or favorites. I’ve logged in and out and updated the app as much as it can be, nothing has changed. Not to mention the new update where you have to pay extra so more than two people can watch. Very unhappy since many good shows are being discontinued or cancelled.",2022-03-21 03:42:57,False,netflix,363590051
SOPH|E,PLEASE READ.,4,"Like someone else said, shows are really great till they're inappropriate and have adult scenes in them. Maybe like a section dedicated to kids under 15 or 14 would be nice but the other stuff I dont really want to see. Theres just to many scenes of nude people or adult content every time I think its a show or movie appropriate for my age. It'd be great if we didn't have to see that stuff every time we clicked on a show.",2022-07-13 13:09:57,False,netflix,363590051
Coffeemonster72,The Sega of streaming,3,"Netflix is to video streaming what Sega was to game consoles. As Sega neglected their game consoles into abandon, Netflix does the same to their series. Like Sega had the greatest game consoles in production, Netflix has incredible series which just never seem to continue beyond the first season. With new content slowing or fading into oblivion, Netflix itself seems to be fading into oblivion. Like Sega all over again. I can’t see Netflix being around for another 10 years if they continue like this.",2022-08-03 11:58:01,False,netflix,363590051
you really though you ate,How dare you do me like this,1,First you kill Eddie like why then you go for max who’s now in the hospital the girl is blind. Also what did will do to deserve such pain this season like he’s been through enough. You also made him basically a side character like will he ever find love or be single for the rest of life cause we’re not getting byler. Then I just finished watching boo b like why did y’all do Gia like that and tell me did Gavin also get a lave lamp. Like seriously they deserved better. Final stop taking all the good stuff off before you guys loose all you’re watchers cause I already struggle looking for a show.,2022-07-13 22:32:41,False,netflix,363590051
ghrg doc dnu,Great 👍🏼 but need some improvements,4,1.I think there should be a teen section no nudity no really bad swearing 2. I think there should unlimited accounts I get tired of sharing with my lil bro it is annoying 3. There should be a thing where you can delete shows you do not like 4. They should have a thing so it can be your real face like a picture of yourself other than all that stuff I think it is great 👍🏼 .bye👋🏽,2022-01-09 03:10:43,False,netflix,363590051
Netfix is amazing,Love the movies,5,Netflix is a great show but most of all there are shows for everyone stranger things for tweens and a lot of kids stuff also there are perfect crime movies nor adults! People who think Netflix is bad and you can’t find a kids movie or a crime movie just go to search and keep on going down until you see what you like.,2022-05-29 19:09:05,False,netflix,363590051
Tiff!Tip!!,App issue,2,I’ve been using Netflix on my IPhone for years with no issues; but seems since the price increase I’ve been having login problems! I always get a message saying “network error there is a problem connecting to Netflix please try again”. I’m having to close the app and reopen several times before I can actually use the app. Also when I download videos they NEVER appear if I close the app and reopen it. I’m having to download videos more than once before they actually appear.,2022-04-15 00:21:21,False,netflix,363590051
msyhabwkwpsvsgs,Overpriced and doesn’t work,1,"The prices for this app are ridiculous they really think they can overcharge us and still keep raising the prices for no good reason 
And the fact we have to pay more to share accounts is terrible we can find other streaming services that lets us share while being 1/3 the price. Not to meantion I can’t even watch a show on my tv without it saying “we’re having trouble playing this title right now” while my internet is completely fine, please fix yall’s problems or y’all will be losing good customers, thank you",2022-04-04 20:51:45,False,netflix,363590051
CrAzY_77,Woke-ness Netflix!,2,"This review is for the content of this app. Netflix if you want to keep me as a customer, you might want to rethink your Woke-ism content. For one you have a series called The principles of pleasure, in which it divides so called straight men from women and lesbianism. Really?! Now I hear that one of the main characters in The Umbrella Academy is now some how transgender. If Ellen Page wants to become a male that’s her business, but please don’t change the characters to fit her agenda. I pay extra for more better 4K content, not this garbage stuff down my throat.",2022-03-30 05:51:53,False,netflix,363590051
WhiteBoyLoren,Problem,4,I like the app but there is a problem for the past few weeks the recently watched section no longer works it also doesn’t show that I have already watched something anymore each time I go to continue a show I have to go through the episodes again so I can find where I was can someone please fix this bug it’s just annoying.,2022-01-06 18:01:06,False,netflix,363590051
🦁🐯🐸,Amazing app but need to work read this please,4,"OK so first I love the app but if there’s like a new episode of something do you like put it on there like very fast because I watch the show all that girl lay lay in there I see you haven’t updated it what is all about that like Brett can you please
And please I’m a kid but still add a teen section everybody asks that wait have you put it there I don’t know but still if you have it you should OK",2022-08-14 06:36:07,False,netflix,363590051
hacked!!!!messed up,Taking shows away,4,I honestly hate how Netflix is taking some of my favorite show out. Those were the only shows that actually made me wanna watch something entertaining ago now Netflix is takingAll of our favorite shows out example like live in Maddie I’m not there anymore and it was one of my favorite shows it has a lot behind it so if you can get that show back I will be so happy,2022-03-14 22:03:24,False,netflix,363590051
dvjevchrbcur,Removing Movies,5,I love using Netflix especially that I’m a Fan of How to train your dragon but seriously why are you removing the Second movie😭 and why is there only the Second movie what about the first and third movie when are you gonna add those and pls don’t remove Race to the edge I really love it I watch it 24/7 Every day and restart. I hope you read this,2022-08-13 03:06:16,False,netflix,363590051
MarklRyu,So many issues,1,"There are several issues from not remembering what episode I was last on, to the unfortunate monkey brained decision to change the method of downloading shows to watch when there’s no wifi.

You used to just click on the download button next to the episode and it would download it, as well as anymore episodes you watch as you watch them. It worked Perfectly, zero issues, zero complaints, it was simple, and easy, a basic function.

Now there is a Downloads section you can go to; this section has No search bar, doesn’t display the shows you are Currently Watching, and is absolutely unnecessary. So I’m gonna go eat my lunch in a room without wifi, and with no show; because someone without a brain decided this was a brilliant idea, and that person can jump off a cliff. Thank you.

I pay you money for this service, stop ruining your service.",2022-08-11 16:46:31,False,netflix,363590051
Imhatingmortalkombatxrightnow,Wonky App Experience,3,"Cool app and all, but still barely feels like a smooth video player. What I mean is that Netflix automatically pauses anytime I do remotely anything to the screen, whether it be swiping into my notification tray/control center, or even going into picture and picture mode. I’d rather not have to manually unpause every single time I have to switch between apps or swipe into my control panel to lower brightness. At least make an option for users",2022-06-10 10:41:18,False,netflix,363590051
Agent Nix,Netflix has tanked,1,"I have noticed over the last few years this app going down hill. We have 4 profiles on our account (me, wife, 2 kids) and my daughter noticed the shows I was watching were showing up in her profile. I’d also noticed it was no longer keeping track of episodes I’d watched, although this has been an issue for several years that appears to have gotten worse. In fact, the only show appearing on my “continue watching” list is a show I watched a year ago.
  I still like some of the content, but my patience is dwindling",2022-04-25 15:02:24,False,netflix,363590051
akbourbonboy,Not worth the price anymore,2,"I’ll start this by saying the fact that Netflix charges extra for 4K in 2022 is beyond ridiculous. Add in the fact that they cancel shows after one season, take over a year to bring out new seasons of shows they didn’t cancel and really don’t have much interesting content to watch anymore and it’s no longer worth it to continue subscribing. Maybe they’ll be competitive with the other streaming services again in the future but until then I’m done.",2022-04-24 02:08:55,False,netflix,363590051
generalsleep,Mobile app is not mobile friendly,3,"The app doesn’t allow you to make any changes to your account, which is frustrating when you don’t have access to a laptop, including changes to account payment info, seems like an easy fix. There also needs to be a place where I can pay to watch the shows I want without Netflix taking them away. Please, just let us have the shows we want to watch.",2022-04-10 12:04:46,False,netflix,363590051
gladgreg,Good but…,4,I love Netflix and love watching shows on Netflix but there is something that i really hate: how when i watch episodes every time it always restarts the episode. Its really annoying how i have to watch it again and again and i hate seeing episodes I've seen 2 or 3 times before. The least that you could do is fix this. Because its really annoying. Thank you,2022-09-28 21:56:34,False,netflix,363590051
qwertygems_02,Changes,4,Something that I would love for Netflix to change is the subscription some people can’t afford it and it would also be a great way to entertain little kids without having to pay so much money over all it is a great app to find movies and tv shows you enjoy I would just like for there to be a subscription for free that people who don’t have much can afford,2022-07-14 20:19:19,False,netflix,363590051
h xhch,SaveTVD,3,"Look the app good and it don’t have adds or anything buttt….they remove allll the gooooddd showsss for wanna be good shows like Riverdale and Grey’s Anatomy and all dem kinda shows staying but they taking off The vampire diaries and the originals and my baby sister is a vampire! And don’t get me wrong Greys Anatomy good but, Riverdale last 2 season made it fall off everything the charts the rating ect… But the originals and my Babysitters a vampire and the vampire diaries good N all ways!!! So yeah the point of this review is tahg Netflix take away all ten good shows!!!",2022-09-03 20:31:55,False,netflix,363590051
just taryn 🙃,stop canceling and removing good shows/movies.,3,"i love netflix but i one thing that would make it a LOT better is to stop removing and canceling good shows. like do they pay attention to what people are watching, they are removing vampire diaries and they canceled the babysitters club, yet RIVERDALE is still going. riverdale doesnt even have a plot anymore and apparently they have powers now ?? stop removing good shows/movies to continue shows like riverdale that should’ve ended when season 1 finished, thank you.",2022-08-06 05:56:57,False,netflix,363590051
LexiNev,I’m about to unsubscribe.,1,"Every time I find a good show, you take it off. I understand leases and all that, but clearly you’re getting more money keeping the good stuff. If you’re just gonna take it off, I’ll go watch it somewhere else and probably find the other good shows you’ve taken off, like Friends, The Originals (but not the vampire diaries or legacies), Baby Daddy, young and hungry, criminal minds, forensic files, any good horror movie, etc. Also, you’re charging extra if I choose to use multiple devices or log in when I travel. I do not share my password, so I should not be punished.",2022-07-29 16:15:29,False,netflix,363590051
Jeob005,Fix the UI,4,I have been using the app with no issues for years. Suddenly the choice for displaying content doesn’t include my list and currently watching at the top? It makes zero sense to me why this would be the move that was made. Maybe this is a personal preference but not being able to access the titles I actually want to watch readily is a little irritating,2022-01-26 05:48:12,False,netflix,363590051
Tori923121,Doesn't let you watch the whole show,3,I do love Netflix but it makes me mad when during the last 3 minutes of each episode I watch goes black. The sound still plays but either the screen freezes or it goes black so I can't look at the rest of the episode. If I'm paying for this I believe I should at least be able to watch my whole show. Some of the best parts are at the end it's such a shame I can't see it.,2022-06-06 05:53:25,False,netflix,363590051
