rating,isEdited,title,date,review,userName,app_name,app_id
5,False,I love it,2022-03-11 19:21:46,I love how Disney+ gives you all the things you would have on other shows and how there are no adds. They have shows from the 90s any new show that has come out if there’s something new there on it.,Fisherman galore,disney,1446075923
4,False,Bad and good things about Disney+,2022-09-23 00:28:20,"Bad. it takes so long to load and and that’s usually.
Good. It  has all my favorite Disney movies since I was a little kid.
The old and new and you get to see new movies that just came out. that no one else is seen. and that’s all my favorite things about Disney+ I and bad",Yes BFF,disney,1446075923
4,False,Good but one problem,2022-06-25 17:16:33,I tried to watch gravity falls and it’s just not letting me when I press on the show to continue watching it it sends me out of the app to my home screen and I don’t know why this is happening but if you could please fix it that would be great,mely_luvs_dinosaurs.-.-,disney,1446075923
5,False,Disney+,2022-08-26 21:25:46,Disney+ is a very enjoyable and entertaining app. With so many Disney movies and shows to explore I really enjoyed this set up and uniqueness of Disney+. I do wish there was a wider selection of older movies including movies and shows that aren’t traditionally on TV apps. - Unanimous,josldog,disney,1446075923
1,False,So many bugs- waste of $,2022-08-22 17:28:16,"Constantly freezes, won’t load, requires restart or delete/install of app in order for it to work.  Often times between episodes will just freeze and then say “we’re sorry theres been an issue. Please try again later”.  I’m running on high speed internet with 0 issues on other apps, just disney.  You’d think they could get it right with all that $ they charge….guess not.",Truth1631828375929,disney,1446075923
5,False,Recommendation,2022-08-02 22:58:25,It’s the best tv show app in the world just I would appreciate it if you released shows quicker because I hear that your releasing a kingdom hearts show possibly and I love kingdom hearts and I just can’t wait so just if you can please do this.,Mackwong,disney,1446075923
5,False,Great job Disney,2022-07-09 03:58:43,"You have brought me an amazing show. It’s called pickle and Peanut and pickle. So farI am loving it! You also have other amazing movies like encanto, ratatouille and turning red that so many ppl enjoy as well. Just keep it up guys. Also please make more stuff like peanut and pickle :) (;",MomoJaySims,disney,1446075923
4,False,One or two things,2022-06-05 11:57:57,"I LOVE DISNEY PLUS my family and I are die-hard Disney nerds. But, you could probably get better personal recommendations if there is a like or dislike button. Just because it’s on my watchlist doesn’t mean I liked it. But otherwise it’s perfect. And y’all should make a sequel to Cruella.",disney liver abby,disney,1446075923
1,False,Downloaded content,2022-06-13 03:35:09,"This app is infuriating. It has stranded us with unplayable downloaded content so many times that I question whether anyone has ever even tested this functionality internally. It doesn’t matter how frequently the device is connected to the internet. Randomly we’ll hop in the car and boom, nothing plays. Restart the app? Now you’re logged out. Restart the device, yeah right. Don’t trust Disney if you need offline content.",Lionhouse92,disney,1446075923
4,False,Something is wrong,2022-03-16 12:12:36,OK I just got this app I go to login I typed my email and it says* sorry we are having trouble creating your account please re-enter your email and password and try again* can you please help me I really really really need to use this app i’m sure it will be really good,huhuuhshddj,disney,1446075923
5,False,Love the app but one thing.,2022-05-24 18:45:15,"I love this app I can watch my favorites, like Lady and the tramp, lion king, and 101 Dalmatian street. That’s the thing, can you make 101 Dalmatian street avatars on there. I love dolly from 101 Dalmatian street, and I want her as my profile picture. So please make 101 Dalmatian street avatars. Thanks!😻",🦄🙊😍🐵🙉🙈,disney,1446075923
5,False,We loveDisney+,2022-05-15 21:23:21,"Recently we discovered the Turner and Hooch series. We loved it!  We were
Disappointed to find out it hasn’t been renewed yet kind of like Avatar.  Late to the OMG what’s a  great show!  Maybe they are missing their target audience of grandparents introducing grandchildren to great shows.",Grandma Sunshine,disney,1446075923
5,False,🤪🤪🤪,2022-04-19 00:57:16,I love this app because no matter how old the movies or shows are they are still there my only problem is that you have to update your phone to use the app but other then that it’s a 5 star for me <3,ncjohdejicbfilewh,disney,1446075923
5,False,Disney plus,2022-04-16 19:28:43,When I got this app it changed my life now almost everyday I sit around my home a what hours and watch on Disney plus they have new trials and everything. So I hope y’all get this app and make your life successful.,Brae Brae in the house,disney,1446075923
5,False,Profile Picture,2022-04-15 20:33:57,I love this app and seeing all of my childhood favorites. One thing I'm annoyed about is that Megara isn't an option for the profile pictures. I see Hercules but no Megara. I love Megara so if you could add her that would be greatly appreciated.,chill tiger 866,disney,1446075923
5,False,Great!,2022-03-14 13:47:57,As A 90s Baby And A Disney Adult I Absolutely Love This App! It’s Like Having A Time Machine Almost. Hopefully This Gets Seen By Someone. I Have No Complaints Just Some Suggestions.. But Is It Possible To Add Toon Disney And Playhouse Disney ? It Would Be The Absolute Best Thing You Could Do! Hopefully This Gets Seen And Taken Into Consideration!,Jhnaee,disney,1446075923
3,False,Great movies but so glitchy😐,2022-02-26 13:06:50,Disney+ has good content but soo buggy whenever you click on it it loads and whenever you tap on something it says error screen is Always blurry some movies not super appropriate for children so watch out for the ratings it has gotten expensive so there’s that but that is all I have to say so by😁,Lauren Oustad,disney,1446075923
4,False,Pls the Developer Respond please,2022-02-01 02:12:29,Ok so my mom has a hard time with the password ok the first thingMy mom gets aCorrect and thenThe last thing when my mom puts the password it doesn’t even work and we try everything so not to be rude or anything but can the Developer please fix that thank you,kaleah breckenridge,disney,1446075923
5,False,Just one little thing…,2022-02-16 02:33:02,I love Disney+ and how it streams some really good shows and movies. Although  it would be really nice if the show “Snowdrop” had English subtitles. Thank you for reading this have a lovely day and I hope you make the improvement.,evryone maters,disney,1446075923
1,False,subscription,2022-01-22 05:24:53,"If could do no stars i would. I’ve had the app for some time now and it just recently started declining my card. I have the funds, i always have the funds to pay for it every month but it keeps declining my card. My card info hasn’t changed AT ALL! I’ve tried resuming my payment through the app and app store but doesn’t work. I just wanna cancel my subscription and be done with it. i’m so annoyed and frustrated with it",looksbylinds,disney,1446075923
4,False,Issue Streaming Downloaded Movies,2022-09-30 01:51:50,The only downfall I know of is the fact that you cannot stream downloaded movies from your phone to a projector. I hope this gets fixed in an update because then I would definitely give it 5 stars.,Barb 54321A,disney,1446075923
5,False,Nothin important,2022-07-28 10:04:26,Ok so the show owl house I love it buuut… I searched it up and season 3 will be coming in 4th quarter of 2022 and that is a while I know it is probably hard to make a show and very very confusing but big request… can it go a teensy bit faster hehe… 😅,Aye Yoooooooooo,disney,1446075923
3,False,It doesn’t work,2022-06-26 21:17:48,"I love the app! I like the app but one thing I don’t is whenever I try to use it on my iPad it doesn’t work. I tried refreshing the app but it didn’t work. I thought it was my iPad then but when I updated it and turned it off then back on it still didn’t work, I think it’s the app itself but I don’t know. Please help!",ChilePepper72,disney,1446075923
4,False,Please fix this bug,2022-06-21 21:31:20,Hi! I love Disney especially turning red but sometime whenever I watch something is spins then I say this is normal probaly the internet but then it says have ing trouble on everything which is makeing me disappointed 🫤 please fix that thank you for makeing Disney plus have a absolutely wonderful day 😁,i am from turkey 123456789,disney,1446075923
4,False,Continue watching,2022-05-18 14:38:58,Please Disney have a easy way to edit the continue watching where you delete something u didn’t finish watching or one episode of one show and clear up your continue watching especially if u have kids 😊😊,D. Bentiez,disney,1446075923
1,False,They got ya,2022-06-20 12:45:12,"They really get you with this. App always defaults to subtitles on if cast, I have gotten support on it with no fix. It happens across all our apple devices, even got a new phone that never had the app before and still did it. Gets old having to turn it off since no other streaming apps do it when casting to the same chromecast, but they don’t care since I still have it and they know I can’t stream from anywhere else..",ring6992,disney,1446075923
3,False,Movies are good but if you have IOS it loads slow,2022-05-13 03:23:54,Movies are good but if you have a iOS then it takes a while to load the different movies on the menu. You can’t see what the title is or the cover of the movie. I updated the app and uninstalled and reinstalled and it still acts the same. It’s a bug the they need to fix.,giggles🐈‍⬛,disney,1446075923
5,False,The best,2022-04-10 02:16:20,Disney+ is the best movie because it helps me relieve my stress and relieving my stress is so nice and I get to stay up all night watching Anna has my favorite shows like Cindy to the max once upon a time sonic turning red it’s my favorite that’s why I think that Disney+ is the best.,Sky zoneyyyy.,disney,1446075923
1,False,What happened to the settings?!?,2022-03-19 21:30:13,"What the heck disney, all my childrens’ profiles just randomly started asking them if they want their profile adjusted to TV-MA so they can view the whole catalog!!!???! Why?!? And when we selected no, it defaulted to TV-14. I DO NOT want my 4 year old watching everything on offer, hence the profiles! What’s the point of making kids’ profiles if they get promoted to change the settings?! I hope this gets fixed asap or it’s bye bye Disney+",Blackjack76589,disney,1446075923
2,False,The mobile app doesn’t work well with other devices.,2022-01-15 11:36:31,I often launch the app on my phone and use chrome cast to play on the TV. App doesn’t work very well with that set up. Often videos will never load or I have to restart the app. And once I do get it working the Disney app won’t remember where I left off. I have the same setup the Netflix app and it works with no issues.,Limnutr2456,disney,1446075923
5,False,Best app ever,2022-01-11 02:24:12,I personally think this is one of the greatest apps ever. They release an entire series and not splitting it up to make you wait. If they do then it means that the season is not released yet. This is way more reliable than most apple movie apps,Bollous,disney,1446075923
4,False,So stupid,2022-08-12 06:31:01,"Had to download the app just to cancel my subscription. 
I tried going on the website , logged in and when I logged in there was nothing on the page but an option to change my payment .",Bizzy banks,disney,1446075923
5,False,Automatic Captions,2022-09-28 22:54:59,Can you fix when you stream to a TV that captions automatically come on. It’s very annoying to have to turn them off every time and most of the time they are Chinese,atwood500,disney,1446075923
5,False,Westside story,2022-09-26 00:33:32,You should make a number two what happens what do they do what they can do what happens to the people they were fighting where does Tony grave and up I want to know that can you speak a number two please please,bhvfyifirxh,disney,1446075923
1,False,Why do we have to pay?!?!,2022-08-29 17:11:11,"When I got Disney plus you have to pay for every month I thought everything was free I really wanted to watch this show I keep seeing from adds called Turing red and I think the rise of guru is there I don’t know but I really hope this app lets you NOT pay please I really don’t have the money to pay for a app kinda like Netflix, Netflix if free I like Netflix but I hope the creator of Disney puts it free.
LEAVE SOME MOVIES FOR THE REST OF US 
PLEASEEEEEEEEEEEEEEEEEEEEE BE LIKE NEFLIX EVERYTHING FREE PLEASE I REALLY want to watch a MOVIE",i love this app! its awsome,disney,1446075923
4,False,App,2022-07-13 19:24:39,"I love Disney plus so much , it has many movies i adore and grew up watching however i have an issuer with the app , Disney plus has been unbanned in my country however the app doesn’t let me log in and on the screen it reads ‘service isn’t available in your country’",HABOOB🦄❤️🦋🐶👑,disney,1446075923
4,False,It’s a really great app but….,2022-06-28 17:18:29,It seems to not work sometimes like I want to watch Descendants 2 but it kept loading and loading. It didn’t stop loading so I went to see if it needed an update but no so I think it has some kinks to fix. But otherwise it’s an amazing app!,gooda&*#$@,disney,1446075923
5,False,Great app,2022-06-17 15:52:19,I love watching Disney channel and newer shows. I like that you can set your profile to certain ratings. I would definitely recommend but you do need a subscription to watch anything.,Ugly Ducklling,disney,1446075923
2,False,Stupid anti piracy or whatever causing issues,2022-04-15 15:49:53,"Look, I get it, you don't want people to use screenshare or pirate the movies on here. But I'm not even able to connect my phone to a TV and project it??? It's not the issue with my phone or the adapter. It's this app. JUST this app. If you don't have a smartTV you can get the Disney+ App on, I'm not saying to do anything illegal, but this isn't very encouraging to people who don't want to sail the seven seas.",hyperfixating,disney,1446075923
5,False,👍🏾,2022-04-06 22:21:35,This is a really great app it is really good for when you don’t have cable and it is good adults and kid/teens. There is some many things you can choose from not just Disney movies that’s why it’s called Disney+! I recommend this app,tiktok lver,disney,1446075923
5,False,Love this app!,2022-03-11 23:26:49,"i’m so happy that i got the app, now i can watch any disney pixar marvel and other companies movies on the platform! Currently waiting for the new movie turning red coming out of the platform today can’t wait! Keep up the good work.",TheCatFloof,disney,1446075923
5,False,MORE HIGH SCHOOL MUSICAL THE MUSICAL THE SERIES!!,2022-01-10 19:57:34,"Plssssss make season 3 of a High school musical the musical the series. U gave us hints at possible plots. And pls do a cameo appearance for Maddison Hsu (Bizzardvark) plsssss anyway good app, but i wish i could just watch episodes after episode without having to go to the app when I’m shopping or playing games.",LMPRETT,disney,1446075923
4,False,Needs a start over option,2022-04-13 14:58:18,Need to add a start over option so I can start an episode or movie from the beginning if I haven’t finished it. This would be better than trying to scroll back to the beginning,Jlrcantu,disney,1446075923
5,False,Disney+=Marvelous🤩,2022-10-01 03:05:14,Disney plus is so amazing because it has so many shows to choose from and it provides you with endless and unlimited satisfaction and it provides you with really good options to choose trom.♥️❤️🥰🤩🤩🤩😁,ThankYouForReadingThis,disney,1446075923
1,False,Absolutely Horrible,2022-09-21 23:34:23,"Error messages every time you open the app on TV. If you actually manage to wait long enough to bypass the error messages, when you select a show to cast, all it says is ""Buffering..."" Takes 20 minutes to get a show or movie going and when it finally does, it lags and the quality is terrible. I'm glad I tried this subscription during the $1.99 promotion because I am cancelling it.",kgn21,disney,1446075923
5,False,Amazing,2022-09-17 00:15:52,"Disney plus us amazing. I love it so much, and there are so many options for movies. The one thing is, they don’t have any spider man movies, which was a bummer for me when I wanted to watch some. But overall, I think it need amazing",intelligent ravenclaw,disney,1446075923
1,False,Only two apps that can’t cast to tv with the apple device,2022-09-09 05:49:57,"This is a poorly written app it takes sometimes dozens of times to cast from an iPhone 13 promax to any tv using the apple device connects to the phone to hdmi cable. How is it the apps fault because all the other apps have no problems doing it but one. 
Also this app is constantly making me relogin after each update. 
Which is either poor coding or on purpose.",captainamer,disney,1446075923
3,False,No age restrictions on kids profile,2022-08-29 02:57:43,"You can’t set specific age restrictions on a kids profile. Disney chooses what they deem appropriate for all children instead of letting the parents decide. There also isn’t a way to block specific titles, like Netflix does. Would love that to be a change, Disney. Not that you read these anyway.",laurenbeynon,disney,1446075923
5,False,Sooo good!😁,2022-08-04 21:29:46,"This was sooo good for my family and I we where abele to have family night together as a family again it was so
Wonderful spending time as a family again and I highly 
Recommend this app!!!",bady ana,disney,1446075923
3,False,Won’t open,2022-06-06 22:25:46,"I’ve tried several times on my iPad but it won’t go past the Disney logo.  It just freezes there.  It works fine, maybe a little slow, on my fire tv but I wanted to download a movie or episode or something for a recent trip and could even get the app to load.  Very disappointing.",courtste04,disney,1446075923
4,False,Hi! Please read this Disney!,2022-02-12 21:19:47,Hi! I love Disney+!!! I love watching my favorite Disney shows and movies on here!!! But me and my friends have been kind of (note that I said kind of not tryna make anyone mad) but things that have LGBTQ+ like Owl House are being discontinued and honestly I wanted to ask why- I don’t want to make anybody mad but I was just wondering-,flazquita,disney,1446075923
5,False,Thanks for some adult content,2022-04-07 15:51:30,I was honestly getting tired of everything feeling so family friendly so I was beyond excited to see punisher on the app beyond satisfied with all the great content excited for more,thjt23,disney,1446075923
4,False,Upgrade suggestion,2022-01-23 15:22:19,"Would be even better if there was a countdown to the next episode of a show was put in so whenever I have trouble finding my remote, it will automatically go to the next episode of the show I’m watching.",kimmiebearr06,disney,1446075923
3,False,Poor bandwidth,2022-01-18 05:18:01,"As of recently a lot of movies and shows on Disney+ have been buffering or stop playing because of an error and occasionally drop frames. 

With as much money as they’re making I’d expect this not to be a problem. I have gigabit internet with everything connected through Ethernet.",Duhnickey,disney,1446075923
4,False,Zooming Quality,2022-09-27 22:32:33,I think if when you press the home button and make your movie/series tiny in one of the corners you should be able to watch it then ply the next episode or movie suggestion from the tiny screen,Fnaf dork_3,disney,1446075923
4,False,Great app,2022-09-10 13:45:10,"Great app just have a bit of concern, i know the promotions are to gain more customers but what about your already loyal customers? If you can afford to give promotions if only $1.99 for Disney plus day why not give already loyal customers the same promotion price for that month?",ILTETA12,disney,1446075923
5,False,WOW but…,2022-09-18 02:28:57,"Personally i really love Disney+ because theres so much but i know its very small but when do you think the Simpsons seasons will come out i know theres season 32 but what about season 33 its already out so why dont you have it Disney?

Thanks!",Leebrianj,disney,1446075923
5,False,I love Disney+ it is awesome,2022-08-26 02:33:39,And everyone goes on it and like there’s so many reading like I just tried reading one and there’s so much because they love it so much and like just a good movie would like I would like you to add flying more movies,jjjiijiujijjii,disney,1446075923
5,False,Help,2022-08-21 22:13:57,So I downloaded Disney plus but then I deleted it but I want it back again and it’s saying verification when I have the money but it will let me download other apps I deleted fix this bug,SHITYYGAMEBITCH,disney,1446075923
5,False,Space Detective,2022-08-20 13:46:43,Great value for the cost of entertainment. I watch several episodes over because there is always something small that I missed the first time. Keep up the good work.,tpjkappa,disney,1446075923
5,False,So much fun,2022-07-28 20:43:50,Disney+  has so much to watch and you can never board. If you want to watch with some one on a different screen you can watch with anyone from any other room. This is why you need to get Disney+,20Cotton,disney,1446075923
5,False,Scenes missing,2022-07-26 01:01:52,"Still a great service, but I am still waiting on the lion king (1994) morning report and beauty and the beast (1991) special edition with human again, if you can add for me and the rest of the fans we would feel appreciated thanks.",WHFiveOH,disney,1446075923
2,False,Why can’t I find my show?,2022-07-05 01:34:37,"This app is pretty good and has a good variety of shows, but I have been wanting to watch the 5th season of Miraculous: Tales of Ladybug and Cat noir and I can’t find it. I’ve done my research and almost all recently updated sites say that you can stream it on Disney+, but I’ve checked every day and the app ONLY HAS SEASON FOUR. I am very upset. Please fix this error if you can. Thank you.",Budgie❤️,disney,1446075923
5,False,Bug Fixes,2022-06-27 12:42:50,"While its my all time favorite streaming service, it drives me nuts that I have to reset the language to English every single time I stream a show. It’s maddening. Also It should have new content more frequently",Rocky2000,disney,1446075923
2,False,Another Update + Another Issue = Another Headache,2022-06-15 16:20:25,"I am the primary profile and when I attempt to log in I am all of a sudden greeted with a message and number pad saying it needs my profile pin number

Then I go to edit my profile and low and behold you cannot change what they deem to be a parental control on the TV 

Now I am in the app and quite frankly I am frustrated and a little mad because IT IS set for all movie types. AND the option to require the use of the profile pin is turned off. So why  am I being forced to enter it?

I should have known from past experience not to download the update until it had been out a couple of weeks!!!!",J Bryant,disney,1446075923
3,False,Sound problem,2022-06-11 22:44:19,"Been watching a marvel marathon and continuously having few second bits with no sound. I looked it up and apparently I’m not alone.

Went to watch today and nothing would load. I’d go to my movie and hit play and it loads but the screen just goes black. 

Apparently the ‘easy fix’ to fix the sound was to clear the cache. So I took the time to do that but still  no selection would load. So I uninstalled and reinstalled. That fixed the loading problem but still bits with no sound.

Someone as big as Disney should have been able to fix it by now.",Urtinyfriend,disney,1446075923
3,False,Needs to add delete from continue watching,2022-05-09 09:45:32,I love this app but even when I finish a movie or show completely it still shows on my “continue watching” and it won’t let me delete it from there. They really should add an option to remove things from continue watching,simplysaam,disney,1446075923
2,False,"Crappy, Greedy App",2022-01-21 14:42:44,"This app bugs out and quits working on old tech. If our kids want to watch Disney shows on iPads we handed down, they’re out of luck. We say we like the app, but really we just like Disney. They could fix this, but I’m sure they won’t. It’ll be touted as a ‘feature’ to protect copyright, as if Disney hasn’t always been producing content. Get it together and fix this trash app...",StarsReview,disney,1446075923
4,False,Great! But when I got it again...,2022-05-31 00:31:16,"This app is awesome and entertaining! But, when I got it back, (after deleting it for space) it wouldn’t download and I couldn’t get into some of my other apps. So if you guys could please fix that, it would be a five-star app! 🤩 Thanks!",#MSSB,disney,1446075923
4,False,My movies restart every time I click on them,2022-04-04 00:04:03,"I really love this app. My only issue with it is when I exit a movie and when I click on it again, it restarts back to the beginning when I don’t want it to. And the exiting of a movie is too fiddly for me.",Korbfast,disney,1446075923
5,False,Great but have some suggestions,2022-05-21 01:18:49,The app is great I can now watch my favorite Disney or marvel movies when I want but with marvel I just want the Spider-Man movies like Spider-Man homecoming Spider-Man far from home and Spider-Man no way home I just think those movies are important to the avengers sega,"d,likoj",disney,1446075923
5,False,Disney +,2022-04-30 15:51:00,"In my opinion Disney + is the best place to watch show or movies.
It loads quick and it always takes you back to your spot if you leave, you should download Disney + you won’t reagret it.",Emma R. the og,disney,1446075923
5,False,AMAZING,2022-03-31 01:52:37,I got this because of the mandolarion in 2019 and seine than I am adoring this app! I love the different selections of movies and I bet you can’t name another app where you can watch endgame and then the force awakens and after that free guy. Absolutely outstanding!!!,Blobfeshboi,disney,1446075923
3,False,AMAZING but missing a few things,2022-03-26 18:48:07,I really love this app but it is missing Disney channel shows like bunk’d I really love that show and the Spider-Man movies hopefully they add those thing along with more episodes to other Disney shows like Andi Mack really love it but misses a lot of episodes and the past seasons to miraculous ladybug that is partly the reason I bought Disney plus,daisysalvador200,disney,1446075923
5,False,"I LOVE DISNEY+, 1 flaw",2022-01-27 23:28:51,"Okay, 
Great streaming service I love Disney+ a lot! 
One flaw when I’m watching a show and I finish an episode it’ll go back to an episode I’m not on and then I have to go back and find the episode which is kinda annoying… but overall AMAZING!",MM2116,disney,1446075923
4,False,It won’t let me watch a movie,2022-05-14 20:01:18,I opened the app and I was trying to watch a movie and it loaded then it saids “Oh no! Something went wrong with playing ratatouille” or something like that. Then I tried to watch a other movie and it did the same thing.,Kinley_indigo,disney,1446075923
1,False,Too much left-wing propaganda,2022-06-21 21:44:25,"I loved Disney movies growing up. Unfortunately it seems like many new Disney movies are more focused on promoting its left-wing ideology rather than focusing on making entertaining kids movies. I understand if a company wants to have a certain set of values. But it is obvious that they are trying to push those values on to their viewers, most of whom are innocent children. It was a sad day, but I canceled my subscription and will probably not be back.",tomsears19,disney,1446075923
1,False,Won’t Let Me Login,2022-05-15 05:31:47,The app won’t let me login. I enter my email but when I press continue nothing happens. It won’t go to the password screen. I checked another device already logged in and it automatically brings up the kid’s profile. When I exit that profile it won’t let me select either of our adult profiles. I uninstalled and redownloaded only to get the same login issue as the other device. Please help!,ambernae530,disney,1446075923
5,False,Disney+ rocks!,2022-06-25 05:20:19,Disney+ is really awesome and I hope you can keep making more movies on this amazing app and I have enjoyed this app since I was five years old and I really enjoy it so much that I want to give you a five star!,RoBeRt😐,disney,1446075923
3,False,Arabic audio,2022-09-18 10:40:56,"There are millions of Arabs who live in the US & Canada, yet Disney developers don’t want to attempt to add audio or even subtitles in Arabic. Even though there are great Dubbed movies by Egyptian actors. You own great content in Arabic already. Is adding an audio file to the movie a big problem that Disney can’t handle? 
Can we get some explanation please?",Pharmacino,disney,1446075923
1,False,Buggy and no performance,2022-08-27 11:45:27,This app does not know how to continue where you left off. It get stuck buffering for ages and no don’t blame my wifi as Netflix does this perfectly. Also subtitles are always the default with no way to change that i have to manually change them Everytime. And! In order to cast a movie I have to tap the cast button 5-10 times for the app to understand I want to cast.,Chris Q NYC,disney,1446075923
1,False,Plays over phone calls,2022-08-23 01:18:34,Didn't automatically pause when a call came in. --- Intrusive overlays. The total disregard for the people who work to make the product you profit from is reprehensible. Scrubbing controls don't work right on Apple TV. Skip credits button won't stay dismissed. Needs an option to not show the skip credits button. Can't delete items from continue watching.,_ŒÂ◊,disney,1446075923
4,False,Amazing but……,2022-04-28 01:50:41,I love Disney plus so mush but it’s wensday and I’ve been waiting all day for the new proud family episode because their supposed to do old towne road part 2 and 14 hours later I see nothing!please if you can get back to me thank you for your time,nnthbjtkrjrhtjfjkvjhv,disney,1446075923
2,False,Open up all channels internationally,2022-05-17 12:22:29,"The only channel we cannot get when travelling abroad is “Star”, which is the the best part of the app for older parents, when the kids are asleep. Recently Disney has clamped down on VPN use, but unlike Netflix who don’t own their own shows, Disney has copyright, so should let everyone who pays a subscription watch what they have paid for.",Sunridge133,disney,1446075923
5,False,Language,2022-05-16 06:01:59,"I love this app and I understand English but if they give the Hindi language option in it , it’s gonna be excellent and marvel got the huge audience so I think they have to give this option, otherwise love this app .",Ekom 3000,disney,1446075923
1,False,Disney+ App does not run on Data,2022-03-29 23:32:10,This app is poorly designed when it comes to account management .. It does not care about current subscription status and overrides with new plans ... it is a gret front-end purely designed to deliver invoices and collect fees for new subscriptions ... it over-rode a current subscription and billed for an annual membership and then rebilled with monthly subscription ... it is a joke ... a great way for Disney to report its profits to the shareholders ...,Faranak_T,disney,1446075923
5,False,Add Recently Watched!,2022-02-12 13:19:13,"Love the app, but we parents of young kids need a “Recently Watched” row of programs on the homepage. We re-watch movies ALL THE TIME. I would love to just find Encanto on the recently watched row, rather than needing to search through all the rows. 

Thanks!",OzRidesABike,disney,1446075923
5,False,Must read,2022-09-27 14:57:18,I personally love this app it is amazing but when it comes to downloading shows it takes forever and it won’t download the entire season.,ray gitl,disney,1446075923
4,False,Amazing but 1 bug 🥹,2022-05-03 01:04:06,Basically when I want to pause the show/movie it will take possibly like 2 sec to pause. Other watching apps like Netflix don’t have this problem but this app has this problem. Thanks for reading 🫶,ameertoubasi,disney,1446075923
5,False,Fun but on tv…..,2022-09-26 04:06:22,Ok this is super super fun! But I tried to watch it but there is some issues it loads and doesn’t stop I even rebooted it so are you able to fix it on tv’s but other then that the best movie platform ever,bella vanilla,disney,1446075923
3,False,Automatic Subtitles,2022-08-12 03:16:24,"I've had the issue of automatic subtitles for a few short weeks now and cannot seem to fix it. This was not an issue before. I have looked up all the articles, tips and tricks, but nothing seems to fix it. Each and every episode I have to turn it off.",michellek5,disney,1446075923
3,False,Love it buttt,2022-08-06 04:11:48,"Hi Disney I love that you have brung more of your wonderful movies to your app! That made me so happy so I don’t have to pay for it 😂 

Here is the bad part of my review…
On my tvs it will let me log in but if I go onto my iPads or phone it will not let me log in whitch has made me very angry 😡 but I have a suggestion 

Why don’t you guys make Another update where if you log into a account let’s say on the tv then you don’t have to log in on your iPad,iPhone,iPod,and computer it would be so much easier!

Thank you 😊 

Btw still a great app to use this is just a opinion 

Thank you and goodnight 

Disney user",pupcake1345,disney,1446075923
3,False,Not bad,2022-07-22 20:18:39,It’s good using it but I use a vpn to watch it because you guys don’t have it in Pakistan     And that’s weird because you guys make ms marvel that’s a girl from Pakistan and goes to Pakistan but people for Pakistan can’t watch it because it’s not allowed here so I’m asking you to make it come to Pakistan so we can all watch anywhere at anytime,Mohid Ahmad,disney,1446075923
5,False,Great App!!,2022-05-22 23:36:44,"I love this app, I am a huge Disney fan! I strongly recommend because this app has almost all the Disney shows, now they have marvel and many more!! However I would like it to have “Bunk’d”.

George Casifilla
( yes that is my real last name )",George Casifila,disney,1446075923
5,False,Needs more work,2022-02-09 15:53:39,"I like it but it should have a top 10 for each country, they should also include content from other regions worldwide. I also loved Snowdrop and I’m glad it’s here in the US now.",kimjesus,disney,1446075923
4,False,Good app but much needed work,2022-06-30 02:08:12,"I’ve had Disney+ for over a year and it has great shows and movies. The only issue is that it lags ALOT when I play it on the TV, and it only happens with Disney+. It crashes sometimes too. Please fix these issues.",ismael5964,disney,1446075923
5,False,I love big city greens and other shows,2022-09-30 11:09:06,Pls update the shows more because big city greens something big is going to happen but it is not updated so I can’t watch it so pls update,chikenlittle909,disney,1446075923
5,False,I love this,2022-07-27 21:39:02,Disney Plus is a movie and show thing you can find old movie or new one I love this because it also family friendly and more thanks for this,sumsum😺😻,disney,1446075923
2,False,I don’t recommend,2022-07-24 18:37:27,So I used to like disney+ disney as a whole but over time I noticed a lot of stuff going on with Disney and the new movies or animations but I can say because I don’t need hate for my own opinion of how I feel on certain things but I feel like disney should just become a family friendly company again thanks for reading my review.,Brentman1,disney,1446075923
1,False,Very Disappointed,2022-07-24 06:28:43,Not only has Disney abandoned me as their family member. But they logged me out of my own account and keep asking for new passwords. Even though I created one and it set up. But then it wouldn’t allow me to create avatars. So that I can’t use my subscription and it’s not up till the end of August. At this point. I don’t want to renew. If I can’t use the subscription. Well once again your loss and not mine.,MJdisappointed,disney,1446075923
5,False,The best!,2022-07-24 01:18:42,"I use this app ALL the time so it is proven great. But one thing for the creators, add the show bunk’d to it. I’ve looked many time but can’t find it. But other than that it’s got everything I watch on it, super good! 5 stars! 
⭐️⭐️⭐️⭐️⭐️.",TOODY_TANDA,disney,1446075923
4,False,Would give 5 stars,2022-01-15 18:38:25,"But the credits at the end of the shows are way to long. I understand the credits most times are required but r what not but they are too long. No toddler wants to sit through that, neither do I. Speed them up. Please. Thanks.",bobodawn,disney,1446075923
3,False,Don’t get it,2022-06-12 02:32:33,So Disney+ great app I guess good movies but then again it doesn’t even have Spider-Man and then again doesn’t matter if you have perfect Wi-Fi connection is always gonna be a slow app so think about this before you pay monthly for this app. Overall my rating would be a three.,zhdjvskdvdms,disney,1446075923
1,False,Why I unsubscribed.,2022-04-21 19:52:28,"Disney is demoralizing and attacking the Christian faith and the family. I will not support Disney sexualizing children, promoting sexual deviancy, and devaluing human life. I was looking forward to watching many movies and shows on Disney+, but I will not be associated with the demoralizing of the United States of America and the children’s future. I will not support Disney until they renounce their actions and restore themselves to the values upon which they were founded. Walt Disney is rolling over in his grave.",The Avid Christian,disney,1446075923
